RSTR_FCLTY_NO,RSTR_NM,RN_DTL_ADRES,ARCD,LO,LA,x_5179,y_5179,USE_PSBL_NMPR,FCLTY_TY
4111165,태산2차(아)경로당,"경기도 수원시 권선구  매송고색로691번길  9 , 태산2차아파트경로당 (고색동, 고색2차태산아파트)",4111355000,126.9799138,37.2514476,953877.4298714251,1917078.5567981908,14.0,3
4111164,태산1차(아)경로당,"경기도 수원시 권선구  매송고색로673번길  11 , 태산1차아파트경로당 (고색동, 고색1차태산아파트)",4111355000,126.9774569,37.2504993,953658.9633001708,1916974.5532000645,11.0,3
4111431,광교호반베르디움경로당,경기도 수원시 영통구  웰빙타운로  70   (이의동),4111760000,127.0439356,37.3070732,959584.8339827608,1923220.3526161942,66.0,3
4111322,고등촌경로당,경기도 수원시 팔달구 고등로72번길 20-8 (고등동),4111567000,127.0045817,37.2724478,956077.2542542596,1919396.5686097653,40.0,3
4111434,이편한세상광교경로당,"경기도 수원시 영통구  센트럴타운로  76   (이의동, 광교e편한세상)",4111760000,127.0545053,37.2918548,960513.541618859,1921527.5603149289,31.0,3
4111700142,영통아이파크캐슬2단지경로당,"경기도 수원시 영통구 덕영대로 1400 (망포동, 영통아이파크캐슬2단지)",4111759600,127.0428193,37.2432776,959451.7066929461,1916143.3871668829,38.0,3
4111700143,주공그린빌5단지경로당,"경기도 수원시 영통구 동탄원천로881번길 35 (매탄동, 주공그린빌)",4111753000,127.0410383,37.2548155,959299.9515106813,1917424.1532238522,20.0,3
4111432,호수마을32단지경로당,"경기도 수원시 영통구  광교중앙로  247 , 경로당 (하동)",4111761000,127.0656723,37.2941963,961504.5278194204,1921782.720939842,66.0,3
4111700121,광교해모로(아)경로당,"경기도 수원시 영통구 광교로 286 (이의동, 광교 해모로 아파트)",4111760000,127.0531404,37.3071964,960400.6069924687,1923230.1247882193,31.0,3
4111100104,대추골도서관,경기도 수원시 장안구 수일로 164 (조원동),4111159800,127.0082,37.3066,956417.7507280278,1923183.7324611372,350.0,1
4111300107,호매실도서관,경기도 수원시 권선구 칠보로 169 (호매실동),4111366400,126.9581,37.2667,951952.6004802112,1918781.5022170935,600.0,1
4111700145,광교대광로제비앙경로당,"경기도 수원시 영통구 웰빙타운로 106 (이의동, 광교대광로제비앙)",4111760000,127.0405555,37.3073564,959285.4498524873,1923253.2212708155,26.0,1
4111700117,영통아이파크캐슬1단지경로당,경기도 수원시 영통구 덕영대로 1410,4111759600,127.0444082,37.2424317,959592.1786880585,1916048.8647112574,21.0,3
4111471,늘푸른벽산(아)경로당,"경기도 수원시 영통구  영통로90번길  4-27  (망포동, 늘푸른 벽산아파트)",4111759300,127.0611963,37.2402128,961080.0333891422,1915795.6694463317,38.0,3
4111472,망포1차아이파크(아)경로당,"경기도 수원시 영통구  영통로200번길  20   (망포동, 망포마을 현대1차 아이파크)",4111759300,127.0570969,37.2440353,960718.4164825319,1916221.4256482478,11.0,1
4111473,우문경로당,경기도 수원시 영통구  영통로90번길  55   (망포동),4111759300,127.0586007,37.2394279,960849.4078516489,1915709.6638711996,29.0,1
4111474,망포쌍용(아)경로당,"경기도 수원시 영통구  영통로173번길  37   (망포동, 망포마을 쌍용아파트)",4111759600,127.0521935,37.2430216,960282.9939877207,1916111.0129284845,19.0,3
4111475,망포현대2차아이파크(아)경로당,"경기도 수원시 영통구 태장로 45 (망포동, 망포마을현대2차아이파크)",4111759600,127.0509517,37.2403437,960171.4461374431,1915814.451863417,37.0,3
4111467,영통래미안마크원2단지(아)경로당,"경기도 수원시 영통구 삼성로 11 (신동, 래미안 영통마크원 2단지)",4111758000,127.0461345,37.2466255,959747.5209221606,1916513.3843345458,54.0,3
4111468,영통e-편한세상아파트경로당,경기도 수원시 영통구 영통로200번길 239,4111758500,127.068176,37.245884,961701.9751794976,1916421.978367696,30.0,3
4111465,"신원,미주(아)경로당","경기도 수원시 영통구 매영로310번길 27 (영통동, 신원미주아파트)",4111758500,127.0671791,37.2521255,961616.7267798345,1917114.806519165,39.0,3
4111466,영통3차풍림아이원경로당,"경기도 수원시 영통구 봉영로1482번길 18 (영통동, 영통3차 풍림아이원아파트)",4111758500,127.0662725,37.2445929,961532.4986175151,1916279.517188596,18.0,3
4111500097,화서맨션경로당,"경기도 수원시 팔달구 화양로 42 (화서동, 화서맨션)",4111568000,126.9968006,37.2819773,955393.0172471992,1920457.40845836,33.0,3
4111500098,동말경로당,경기도 수원시 팔달구 동말로 24-6 (화서동),4111568000,126.9969293,37.2774997,955401.784284962,1919960.6043965786,24.0,3
4111500099,꽃뫼노을마을풍림(아)경로당,"경기도 수원시 팔달구 수성로157번길 75 (화서동, 꽃뫼노을마을 풍림아파트)",4111569000,126.9878662,37.2890943,954605.2816605935,1921251.2179352655,31.0,3
4111043,경남아너스빌(아)경로당,"경기도 수원시 장안구 만석로159번길 31 (정자동, 경남아너스빌)",4111157100,126.99681,37.3021336,955405.7493655013,1922693.541518803,18.0,3
4111044,벽산블루밍(아)경로당,"경기도 수원시 장안구 파장로 53 (정자동, 정자 벽산블루밍)",4111157100,126.9946133,37.3045787,955212.5197730467,1922965.839579725,17.0,3
4111045,동남(아)경로당,경기도 수원시 장안구 정자로 158,4111157100,126.9931683,37.304834,955084.6145078272,1922994.8481571502,15.0,3
4111046,SK스카이뷰(아)경로당,"경기도 수원시 장안구 이목로 24 (정자동, 수원 SK SKY VIEW)",4111157100,126.9838496,37.3079836,954260.6939326484,1923348.7335986148,93.0,3
4111047,SK청솔노인복지관,경기도 수원시 장안구 장안로 174,4111157100,126.9974825,37.2990115,955463.5078385769,1922346.8586356526,45.0,3
4111048,현대경로당,경기도 수원시 장안구 정자천로188번길 71-21,4111157200,126.9987253,37.2941129,955570.7728428014,1921802.8234826482,15.0,3
4111050,"영남,우방,한솔(아)경로당","경기도 수원시 장안구 수성로245번길 21 (정자동, 화서역 우방 센트럴파크)",4111157200,126.9969213,37.2910489,955409.0703338708,1921463.7528113008,27.0,3
4111266,삼천리1차(아)경로당,"경기도 수원시 권선구  권광로27번길  62   (권선동, 삼천리권선1차아파트)",4111368000,127.024008,37.2520044,957788.1519822554,1917119.751913621,21.0,3
4111267,아이파크시티1단지(아)경로당,"경기도 수원시 권선구  동수원로145번길  74   (권선동, 수원아이파크시티 1단지)",4111368000,127.0268434,37.2456604,958036.0840420728,1916414.6945261087,21.0,3
4111500104,꽃뫼양지경로당,경기도 수원시 팔달구 화산로6번길 40-4 (화서동),4111569000,126.9871286,37.2862284,954538.1773113655,1920933.6297541636,28.0,3
4111500106,신동아(아)경로당,"경기도 수원시 팔달구 화산로 24 (화서동, 꽃뫼버들마을 신동아아파트)",4111569000,126.9866163,37.286892,954493.1654398672,1921007.4958025974,22.0,3
4111500107,못골경로당,경기도 수원시 팔달구 팔달문로115번길 43 (지동),4111570000,127.0276728,37.283501,958130.598251692,1920612.3342192417,50.0,3
4111700115,광교공공실버주택경로당,경기도 수원시 영통구 월드컵로150번길 55,4111755000,127.04973,37.2796274,960083.8221315006,1920173.0629396273,40.0,3
4111456,"벽적골삼성,태영경로당","경기도 수원시 영통구 봉영로1517번길 73 (영통동, 삼성.태영 아파트)",4111758000,127.0638156,37.2492645,961316.9818710729,1916798.7798339706,22.0,1
4111700129,광교호반마을22단지(아)경로당,경기도 수원시 영통구 광교호수로152번길 24,4111761000,127.0697497,37.2796897,961858.5976987669,1920171.7142208468,21.0,3
4111256,풍림신안(아)경로당,"경기도 수원시 권선구  권중로  31   (권선동, 풍림아파트)",4111367000,127.0337633,37.253987,958654.3586267427,1917335.3935132772,9.0,3
4111257,권선현대(아)경로당,"경기도 수원시 권선구  매탄로  11 , 201동 (권선동, 현대아파트)",4111367000,127.0363947,37.2530927,958887.2252987945,1917235.0345123643,24.0,3
4111106,보훈복지타운제3경로당,경기도 수원시 장안구 수일로336번길 9,4111159700,127.0215968,37.2991918,957600.7947125613,1922355.7747467717,25.0,3
4111270,아이파크시티2단지(아)경로당,경기도 수원시 권선구  동수원로145번길  24   (권선동),4111368000,127.0294679,37.2450013,958268.4870234658,1916340.4145303434,23.0,3
4111271,신명(아)경로당,"경기도 수원시 권선구  경수대로302번길  7   (권선동, 신명아파트)",4111368000,127.0215269,37.2540193,957569.2520861956,1917344.3923808793,13.0,3
4111272,한효(아)경로당,"경기도 수원시 권선구  세권로196번길  22   (권선동, 한효아파트)",4111368000,127.0247469,37.2546515,957855.1539764026,1917413.0893523681,16.0,3
4111095,로얄팰리스경로당,경기도 수원시 장안구 송정로 83,4111159100,127.0071918,37.2960407,956322.2994996638,1922012.7489504172,41.0,3
4111273,권선자이e편한세상경로당,"경기도 수원시 권선구  권광로  55   (권선동, 권선자이 이편한세상)",4111368000,127.0265255,37.2526894,958011.7900424966,1917194.62535974,37.0,3
4111274,유원보성(아)경로당,"경기도 수원시 권선구  권중로  110   (권선동, 보성,유원아파트)",4111368000,127.0280831,37.2487569,958147.7453709824,1916757.6680154544,35.0,3
4111500086,중동경로당,경기도 수원시 팔달구 정조로742번길 20 (구천동),4111574000,127.0178238,37.2741339,957252.2319542859,1919577.5578508384,23.0,3
4111500103,화서위브하늘채(아)경로당,"경기도 수원시 팔달구 수성로244번길 25 (화서동, 화서위브하늘채)",4111569000,127.0005584,37.2884456,955729.9255914323,1921173.2343616204,65.0,3
4111233,거산(아)경로당,경기도 수원시 권선구 서수원로591번길 43,4111366200,126.9529366,37.277826,951501.922894801,1920018.4520333265,16.0,3
